title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.6,14/2/2013 13:13,0,7,green,1,670,us,697,0,15.3,mww,11,67.631,142.508,"Belaya Gora, Russia",Asia,Russia
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.6,9/2/2013 21:02,0,6,green,1,670,us,421,0,16.6,mww,18,-10.994,165.741,"Lata, Solomon Islands",,Solomon Islands
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.9,9/2/2013 14:16,5,5,green,1,904,us,562,0,23.7,mww,145,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.1,8/2/2013 15:26,9,6,green,1,780,us,334,0,16.5,mww,21,-10.928,166.018,"Lata, Solomon Islands",,Solomon Islands
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,8/2/2013 11:12,0,7,green,1,711,us,400,0,17.5,mww,12,-10.838,165.969,"Lata, Solomon Islands",,Solomon Islands
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,7/2/2013 18:59,0,6,green,1,691,us,387,0,26.5,mww,11,-10.997,165.655,"Lata, Solomon Islands",,Solomon Islands
"M 7.0 - 33 km NW of Lata, Solomon Islands",7,6/2/2013 1:54,0,6,green,0,754,us,445,0,17.5,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",,Solomon Islands
"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,6/2/2013 1:23,0,5,green,0,776,us,550,0,18.4,mww,10,-11.183,164.882,"Lata, Solomon Islands",,
"M 8.0 - 75 km W of Lata, Solomon Islands",8,6/2/2013 1:12,8,7,green,1,993,us,460,0,20.9,mww,24,-10.799,165.114,"Lata, Solomon Islands",,
"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,2/2/2013 14:17,6,7,yellow,0,814,us,686,0,28,mww,107,42.77,143.092,"Obihiro, Japan",Asia,Japan
"M 6.8 - 54 km N of Vallenar, Chile",6.8,30/1/2013 20:15,6,7,green,0,771,us,596,0,19.3,mww,45,-28.094,-70.653,"Vallenar, Chile",South America,Chile
